gene_id,E-PG_l1r1,E-PG_l1r2,E-PG_l2r1,E-PG_l2r2,P-EG_r1,P-EG_r2,D7_l1r1,D7_l1r2,D7_l2r1,D7_l2r2,P-EN2_l1r1,P-EN2_l2r1,wholebrain_1,wholebrain_2
FBgn0035797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.34
FBgn0035798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.18,0.17
FBgn0035799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.37
FBgn0035800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.11
FBgn0035802,0.0,1.52,0.0,0.0,0.41,0.11,8.97,0.53,0.08,0.14,0.0,0.04,2.61,2.28
FBgn0035805,0.0,1.31,0.0,0.0,1.58,0.09,0.36,0.0,30.01,0.0,0.68,0.0,5.93,5.74
FBgn0035806,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.4,0.83,1.27,20.3,0.0,0.3,0.52
FBgn0035807,0.43,4.43,11.71,10.27,1.49,7.48,7.54,5.33,3.24,13.25,9.97,0.02,7.28,6.17
FBgn0035811,0.16,2.81,23.97,0.04,8.63,2.06,0.0,0.0,0.07,4.15,0.0,0.7,3.91,4.47
FBgn0035812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.15
FBgn0035813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,1.15
FBgn0035815,0.13,0.0,0.0,0.12,0.25,0.55,0.0,0.0,0.0,0.22,0.09,0.0,0.52,0.42
FBgn0035816,7.76,13.89,11.11,9.62,13.37,12.07,6.71,13.77,5.5,17.22,3.24,7.35,45.35,44.27
FBgn0035817,0.0,0.0,0.0,3.22,0.0,1.8,0.0,0.12,4.45,0.73,0.0,0.05,0.75,2.59
FBgn0035823,0.0,1.83,1.4,1.63,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.07,0.28
FBgn0035824,1.5,3.64,3.02,0.28,0.0,1.03,1.19,0.0,0.0,0.0,0.0,0.02,0.54,0.68
FBgn0035825,0.0,0.77,0.0,1.84,3.62,0.0,0.32,0.0,0.0,0.63,0.48,0.0,2.71,0.98
FBgn0035827,11.97,4.26,0.08,3.97,0.92,1.13,0.23,0.22,5.67,2.36,5.31,3.53,6.36,6.89
FBgn0035829,0.58,2.22,0.0,0.29,3.42,15.25,0.0,0.0,0.18,4.11,26.07,3.5,5.54,3.66
FBgn0035830,0.25,2.71,6.16,8.14,0.35,1.67,2.93,0.0,2.55,0.9,1.97,1.85,6.31,9.13
FBgn0035831,0.0,0.0,0.0,0.0,10.47,4.54,0.0,0.0,0.08,0.0,0.04,0.0,2.86,4.8
FBgn0035833,3.58,3.44,1.69,6.28,0.2,7.71,2.9,2.03,5.62,7.01,4.48,0.3,8.04,7.69
FBgn0035838,0.0,0.0,0.0,0.09,0.83,0.06,0.0,2.37,5.98,0.28,0.0,0.0,0.92,0.92
FBgn0035839,0.0,1.42,0.0,0.23,0.21,0.0,0.3,4.88,1.95,0.04,0.0,0.0,0.44,0.7
FBgn0035842,0.99,0.41,2.24,2.19,0.14,1.61,0.5,0.02,0.8,0.84,0.13,0.01,3.01,3.61
FBgn0035844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.22,0.12
FBgn0035845,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.95,0.2
FBgn0035847,0.0,0.0,0.0,4.63,0.0,0.0,0.06,0.0,0.0,0.16,0.0,0.0,0.13,0.04
FBgn0035848,1.07,0.04,3.43,0.39,9.47,3.32,1.02,1.62,0.0,1.16,0.18,0.0,6.08,5.8
FBgn0035849,0.22,1.96,2.44,0.03,0.45,7.21,4.81,0.05,3.41,0.98,0.97,7.08,6.49,6.83
FBgn0035850,32.51,9.45,16.81,13.22,8.44,16.32,6.19,5.2,6.47,8.87,24.39,17.5,16.69,15.75
FBgn0035851,2.88,0.51,3.02,1.81,5.81,0.91,3.54,3.61,10.28,0.57,0.66,1.23,3.57,3.76
FBgn0035852,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.11
FBgn0035853,1.6,2.51,18.74,0.91,6.39,0.64,0.0,0.1,1.74,6.47,26.81,3.8,4.34,7.27
FBgn0035854,0.54,0.0,0.69,0.16,0.0,0.03,0.0,2.89,0.0,0.06,1.08,2.64,1.7,1.87
FBgn0035855,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.45,0.03,0.0,0.0,0.43,0.86
FBgn0035856,0.0,0.0,0.0,0.43,0.0,0.0,6.79,0.0,0.0,0.0,0.17,0.0,0.34,0.74
FBgn0035857,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06
FBgn0035858,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.37
FBgn0035859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.12
FBgn0035861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.1
FBgn0035865,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.08,0.0,0.0,0.0,0.0,0.0
FBgn0035866,0.0,1.3,0.0,1.89,3.62,0.0,0.51,0.0,0.45,0.29,0.0,0.02,2.47,3.61
FBgn0035867,0.0,0.2,7.06,0.64,4.96,0.04,1.39,0.07,0.15,0.39,4.07,1.39,2.64,2.01
FBgn0035868,0.0,0.0,0.0,0.0,0.0,0.0,2.82,0.0,2.34,0.08,3.16,0.0,0.23,0.08
FBgn0035870,0.1,0.18,0.18,0.0,0.07,1.23,0.0,0.0,3.02,0.0,0.16,0.0,0.47,0.34
FBgn0035871,10.61,6.4,7.17,8.54,11.96,15.41,6.77,13.81,16.0,4.01,51.22,0.06,11.95,12.92
FBgn0035872,3.07,3.44,31.38,2.64,5.83,5.03,9.32,2.51,2.43,2.92,6.36,5.38,6.99,8.16
FBgn0035873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.24
FBgn0035875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.58
FBgn0035876,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.98
FBgn0035877,0.04,13.53,11.68,9.62,1.23,0.66,6.93,1.92,5.95,7.39,7.3,2.4,6.1,6.12
FBgn0035878,0.0,9.82,0.11,0.0,0.0,0.07,0.05,0.0,0.02,0.44,0.0,0.0,0.86,0.86
FBgn0035879,1.95,4.6,9.05,4.69,4.3,3.73,5.91,4.46,5.91,7.63,2.94,2.89,5.77,6.63
FBgn0035880,0.0,0.08,0.0,0.0,0.0,0.46,0.38,0.9,0.4,0.9,0.07,0.0,0.48,0.57
FBgn0035886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07
FBgn0035887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0035888,3.02,4.98,2.79,3.31,6.72,17.74,1.37,2.44,3.9,6.65,2.87,7.36,11.61,12.07
FBgn0035889,1.17,80.05,4.76,0.08,0.57,1.55,3.13,5.91,4.52,2.88,0.91,0.64,6.38,5.64
FBgn0035890,0.0,0.44,0.05,0.0,4.49,0.0,0.0,0.04,6.95,0.0,0.0,0.0,1.16,1.26
FBgn0035896,0.0,19.19,2.89,1.61,37.1,9.28,1.59,0.19,2.1,8.29,1.57,7.86,53.22,58.78
FBgn0035900,0.04,1.81,0.01,0.21,0.98,3.44,0.2,0.0,0.14,1.1,5.91,17.61,3.45,3.08
FBgn0035901,1.62,0.03,0.0,0.41,0.1,0.01,0.03,0.06,0.07,1.9,0.24,0.0,0.86,0.32
FBgn0035902,0.09,0.5,0.4,0.41,3.34,0.0,8.44,4.92,0.42,5.6,0.17,0.0,6.82,5.25
FBgn0035903,2.68,8.31,24.46,14.79,3.19,32.73,9.78,16.22,12.66,13.26,24.03,5.02,21.96,22.44
FBgn0035904,0.59,0.0,0.0,0.0,10.18,0.0,0.21,3.29,0.0,0.8,0.0,2.36,0.47,0.47
FBgn0035906,5.18,8.28,8.78,3.45,2.12,1.48,19.39,2.46,15.97,1.61,6.63,0.07,7.36,9.0
FBgn0035907,0.0,0.0,0.0,0.0,0.17,0.19,0.0,0.0,0.0,0.64,0.0,0.0,0.42,0.43
FBgn0035909,2.3,4.61,15.92,0.78,2.1,3.62,7.36,0.08,3.14,3.27,0.64,0.76,5.81,7.47
FBgn0035911,0.0,0.0,0.04,0.0,0.02,4.89,0.0,0.0,3.59,0.55,0.0,0.0,0.54,0.86
FBgn0035914,73.98,121.86,138.19,188.15,17.19,52.27,20.11,20.29,30.21,41.16,2.46,25.06,37.8,37.22
FBgn0035915,4.42,0.0,3.52,1.06,0.61,7.99,0.0,0.0,0.01,3.87,0.0,0.17,0.43,0.79
FBgn0035916,12.26,5.28,2.27,0.27,0.0,1.13,5.63,0.0,1.82,0.2,11.71,0.68,4.25,4.16
FBgn0035917,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.05,0.0,0.0,1.33,1.5
FBgn0035918,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.23
FBgn0035921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.52
FBgn0035922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.12
FBgn0035923,3.62,1.38,0.02,0.0,0.05,1.39,0.02,1.1,0.02,0.06,7.66,4.92,1.39,1.23
FBgn0035924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.48
FBgn0035926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0
FBgn0035928,0.0,0.0,0.0,0.0,0.0,0.0,1.86,0.0,0.0,0.0,0.0,0.0,0.14,0.04
FBgn0035929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0
FBgn0035931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11
FBgn0035932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.1,0.0
FBgn0035933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0
FBgn0035934,0.0,0.0,0.0,0.0,0.52,0.02,0.06,0.0,0.01,0.14,0.0,0.0,0.35,0.53
FBgn0035936,11.25,44.79,50.11,93.67,45.26,45.64,12.11,3.3,2.03,3.37,63.17,24.69,72.66,74.64
FBgn0035941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.04
FBgn0035942,0.0,0.31,0.02,0.68,0.0,0.14,1.22,0.57,0.06,1.32,0.0,0.0,0.75,0.37
FBgn0035943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.32,0.0,0.0,0.09,0.0
FBgn0035944,0.09,10.57,3.49,1.48,10.18,7.88,1.07,0.19,1.4,8.06,0.07,0.0,4.36,5.27
FBgn0035945,2.03,5.62,8.62,9.68,1.03,11.76,8.95,0.5,7.65,2.61,5.77,0.01,6.03,5.06
FBgn0035947,2.46,3.71,2.83,0.44,0.7,1.12,0.69,0.0,1.08,0.05,1.05,4.03,1.45,1.72
FBgn0035948,0.18,4.42,0.07,0.0,0.05,0.56,0.58,13.68,0.98,0.15,1.09,0.0,1.09,1.75
FBgn0035949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0035951,2.5,2.62,7.22,0.24,2.35,3.38,11.26,0.1,6.3,0.93,1.32,3.34,6.78,6.4
FBgn0035952,0.0,0.8,2.7,0.03,1.5,0.04,0.0,0.0,14.52,0.86,2.21,26.79,0.95,0.18
FBgn0035953,5.8,8.14,7.65,3.08,3.5,9.32,1.26,18.8,4.88,3.85,6.85,12.15,7.87,7.01
FBgn0035954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.11,0.0
FBgn0035955,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.08,0.0,0.0,0.0,0.0,0.06,0.16
FBgn0035956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.0,4.43,0.09,0.08
FBgn0035957,0.0,0.15,0.02,0.66,0.0,0.0,3.49,0.07,0.47,0.18,0.0,0.0,0.25,0.13
FBgn0035959,13.0,9.83,27.55,14.96,24.87,14.57,10.27,3.79,19.38,23.55,18.41,14.76,58.14,58.82
FBgn0035960,0.0,0.14,8.16,0.0,0.0,0.0,1.71,0.0,0.69,1.54,1.55,0.0,1.22,0.72
FBgn0035964,1.57,5.56,0.81,0.04,0.29,0.17,5.23,0.72,12.39,10.07,0.44,48.31,7.86,7.41
FBgn0035965,0.0,0.0,10.92,7.42,0.0,0.0,0.0,0.09,1.53,0.0,0.0,0.1,2.55,2.63
FBgn0035968,0.08,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,1.96
FBgn0035969,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.91
FBgn0035970,0.0,0.0,2.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04
FBgn0035971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.24
FBgn0035975,0.0,0.0,0.0,0.0,6.27,0.0,0.0,0.0,0.0,0.0,0.02,0.0,4.24,4.09
FBgn0035976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.13,1.44
FBgn0035977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.36
FBgn0035978,4.62,0.26,0.01,0.85,0.18,0.06,0.9,0.23,0.57,1.21,0.18,0.07,3.49,4.45
FBgn0035980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,1.33
FBgn0035981,0.35,4.38,3.94,2.18,2.69,3.15,1.86,1.99,10.31,10.04,0.0,3.67,5.51,3.78
FBgn0035982,4.12,0.0,0.0,0.0,0.0,0.04,0.0,19.91,0.54,0.0,0.0,5.11,0.24,0.41
FBgn0035983,3.73,2.33,1.98,5.85,46.43,2.39,16.32,5.67,9.46,10.14,20.7,7.38,6.44,6.32
FBgn0035985,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.33,0.34
FBgn0035986,4.42,4.88,9.03,43.43,2.87,22.3,5.1,4.86,6.99,3.28,7.06,0.99,17.11,14.92
FBgn0035987,14.06,35.22,4.78,16.25,12.15,9.03,56.95,3.72,4.45,9.85,12.4,11.2,18.44,18.08
FBgn0035988,0.55,0.0,0.58,0.0,0.0,0.46,0.53,0.0,4.02,0.03,0.0,0.06,0.65,0.49
FBgn0035989,19.52,30.11,15.22,31.49,17.6,68.89,14.69,16.5,24.66,37.35,45.53,57.81,32.8,35.22
FBgn0035993,0.0,0.66,0.68,0.21,1.41,0.08,0.6,0.2,3.24,3.1,0.2,0.18,3.18,2.76
FBgn0035995,12.73,8.02,2.89,5.39,7.93,7.5,11.89,10.63,8.49,5.06,8.03,0.49,11.62,10.85
FBgn0035996,0.0,0.0,0.03,0.04,0.14,0.03,0.46,1.78,1.21,0.0,0.0,0.0,0.51,0.72
FBgn0035997,5.44,3.46,12.42,13.4,1.79,6.5,6.07,0.58,1.19,2.1,5.99,7.41,10.51,10.52
FBgn0035998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.71,1.01
FBgn0035999,0.0,0.0,0.12,0.0,0.04,0.43,0.0,7.12,0.02,1.18,0.0,0.56,2.06,1.62
FBgn0036000,0.0,0.0,0.07,0.21,0.07,0.6,0.06,0.0,0.0,0.0,0.05,0.0,1.11,2.04
FBgn0036004,3.17,6.97,7.49,5.57,7.84,8.53,5.01,3.43,8.14,6.98,17.29,7.55,13.54,13.03
FBgn0036005,0.27,6.19,3.85,0.63,7.1,8.04,1.56,0.0,0.28,7.79,1.26,0.0,4.39,4.35
FBgn0036007,0.6,5.4,1.25,2.47,1.11,4.45,9.46,0.43,0.42,1.55,3.49,0.52,11.8,10.92
FBgn0036008,0.0,0.92,0.23,0.0,0.0,0.0,0.09,0.0,0.0,0.16,0.0,0.05,1.93,1.63
FBgn0036009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.07
FBgn0036010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.12
FBgn0036014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.61
FBgn0036015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.29
FBgn0036016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.45,0.11
FBgn0036018,0.1,0.21,0.05,0.01,0.34,0.0,7.4,0.0,0.08,2.84,0.1,0.0,1.36,1.49
FBgn0036019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0
FBgn0036020,0.0,1.41,0.0,1.07,1.3,0.05,2.02,0.12,2.4,0.16,0.42,3.11,2.18,3.17
FBgn0036022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.52
FBgn0036023,0.0,19.84,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.0,0.0,0.0,0.71,0.61
FBgn0036024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.07
FBgn0036028,28.49,11.54,14.17,11.71,6.26,8.9,0.0,0.18,1.75,0.78,0.05,52.24,11.62,9.2
FBgn0036029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.58
FBgn0036030,6.11,36.87,26.39,39.33,44.18,31.76,12.85,35.06,31.17,34.42,62.44,30.19,98.42,100.86
FBgn0036031,0.7,0.0,3.22,0.41,0.0,0.0,0.0,0.0,0.1,0.46,0.02,0.0,0.81,0.68
FBgn0036032,7.35,22.69,14.62,10.98,7.34,17.22,8.94,11.84,14.62,8.53,23.87,13.1,22.66,22.07
FBgn0036035,0.45,0.0,1.33,1.51,0.05,5.32,0.0,0.0,2.56,0.21,0.56,7.78,4.36,5.67
FBgn0036036,0.0,0.0,0.0,10.99,0.0,0.49,0.66,0.0,0.0,2.6,0.0,1.9,3.07,1.27
FBgn0036038,0.14,0.14,0.02,0.07,0.0,0.14,0.0,0.27,0.01,1.14,0.02,0.0,0.26,0.11
FBgn0036039,5.49,8.38,2.93,14.56,21.27,19.14,4.17,4.76,7.74,17.07,11.03,0.36,13.08,14.14
FBgn0036040,3.33,1.44,0.52,0.0,0.0,0.0,2.0,0.0,0.28,2.13,0.0,0.0,0.7,0.61
FBgn0036043,57.93,49.62,83.17,56.94,42.5,80.62,27.69,12.62,67.0,74.77,115.78,45.25,92.96,93.61
FBgn0036044,1.71,1.8,1.04,2.52,0.16,0.74,0.0,11.57,1.35,1.5,0.2,0.01,2.39,2.34
FBgn0036046,0.0,2.43,0.0,0.0,4.02,0.0,0.0,0.0,1.08,1.26,0.0,0.0,25.73,29.59
FBgn0036052,1.14,2.03,1.68,0.06,7.05,4.79,2.43,0.54,9.17,2.97,12.09,12.73,7.69,9.77
FBgn0036053,2.26,3.38,2.11,31.14,3.99,2.52,5.01,4.77,3.91,1.26,0.61,0.13,4.67,4.16
FBgn0036056,7.39,1.38,0.91,0.46,0.85,12.6,3.89,1.62,3.59,0.56,11.04,7.25,1.86,3.99
FBgn0036057,0.12,0.0,1.04,3.29,71.05,9.22,1.96,0.73,12.6,3.95,6.01,16.8,6.15,7.21
FBgn0036058,4.92,15.84,2.26,17.47,2.96,2.17,8.54,41.8,10.15,11.38,0.68,0.42,22.51,21.98
FBgn0036059,26.52,44.53,19.98,9.52,35.73,23.98,74.11,8.95,38.89,9.46,11.26,7.2,73.19,70.66
FBgn0036062,1.16,0.11,2.96,0.99,0.55,30.57,0.39,0.0,2.63,3.94,0.12,15.93,9.5,6.74
FBgn0036063,0.0,0.61,0.12,0.0,2.11,10.1,0.24,0.43,0.0,2.43,0.0,2.05,2.87,2.79
FBgn0036066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.14,0.0
FBgn0036070,0.0,1.4,5.06,0.21,0.0,0.0,0.0,0.0,0.0,0.0,8.67,0.0,7.67,7.65
FBgn0036072,0.0,20.66,18.08,0.0,0.0,0.1,0.0,0.0,0.59,0.0,0.49,3.65,5.85,6.1
FBgn0036075,0.0,0.0,0.03,0.0,0.05,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.34,0.18
FBgn0036078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.41
FBgn0036080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.33
FBgn0036082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.06
FBgn0036083,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.41
FBgn0036085,1.06,7.81,0.24,8.9,1.43,2.18,0.87,0.0,1.23,4.97,55.21,47.19,8.79,7.38
FBgn0036089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.83
FBgn0036090,0.99,6.82,1.38,12.03,2.3,0.0,4.44,0.23,1.53,27.6,4.06,6.8,14.26,13.36
FBgn0036091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,0.56
FBgn0036093,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,4.5,0.57,0.38,2.35,3.95
FBgn0036094,2.47,0.0,0.84,0.0,4.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.38,4.27
FBgn0036096,0.0,0.0,0.46,0.05,0.74,0.27,3.04,0.21,0.12,1.66,0.0,0.0,1.76,1.94
FBgn0036099,0.3,3.41,2.36,2.05,0.0,0.04,13.41,0.63,2.75,1.06,0.06,0.33,7.4,7.52
FBgn0036101,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,1.77,1.41
FBgn0036102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.45
FBgn0036104,0.56,8.0,6.59,5.02,1.71,2.94,5.44,13.78,4.73,10.01,36.08,1.34,8.71,8.48
FBgn0036105,0.0,4.57,0.0,0.0,1.32,15.26,0.15,0.0,15.43,0.3,0.0,0.66,2.64,2.36
FBgn0036106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.1
FBgn0036107,0.9,5.81,0.24,0.0,0.0,0.0,2.08,3.14,0.0,0.0,0.0,0.0,2.03,2.9
FBgn0036108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0036109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.14,0.0
FBgn0036110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.0,0.0,0.0,0.0
FBgn0036111,27.34,31.96,17.05,46.63,74.95,50.04,22.33,35.28,27.43,42.62,25.61,30.4,77.15,82.56
FBgn0036112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.16
FBgn0036116,0.0,0.35,0.02,0.02,60.2,1.34,0.0,0.0,0.0,0.0,0.02,0.53,51.37,52.25
FBgn0036117,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,2.1,0.81,0.0,0.0,3.04,2.87
FBgn0036118,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.76,21.45,0.84,0.0,0.0,3.01,2.8
FBgn0036121,0.0,1.87,0.0,0.0,6.3,0.0,0.0,1.95,0.0,0.0,0.0,0.0,2.64,2.47
FBgn0036124,2.64,4.78,1.66,2.39,0.54,1.44,1.05,0.0,1.6,1.42,0.02,1.4,5.12,5.83
FBgn0036126,14.37,7.75,4.02,2.64,0.19,0.31,0.0,0.0,0.6,0.89,0.0,0.14,7.77,9.65
FBgn0036128,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.12,0.08,0.14
FBgn0036131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.14
FBgn0036133,1.77,3.08,1.38,3.05,5.88,0.7,2.84,30.96,2.1,7.2,0.05,1.22,7.7,7.13
FBgn0036134,7.57,18.25,37.78,28.93,30.1,28.22,7.45,10.15,14.11,25.09,29.02,20.56,46.86,47.26
FBgn0036135,0.97,0.09,1.65,0.0,0.0,0.1,10.12,0.0,0.0,0.0,0.42,0.0,1.08,1.23
FBgn0036136,0.0,4.09,2.46,0.8,0.69,0.0,2.04,0.07,0.48,1.74,0.03,0.0,2.76,3.56
FBgn0036138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.34,1.18
FBgn0036139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.58
FBgn0036141,0.46,0.5,3.44,0.76,0.43,2.43,0.39,2.38,1.55,5.15,0.92,0.06,5.26,4.25
FBgn0036142,0.0,0.04,0.0,0.02,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.21,0.18
FBgn0036143,0.0,0.0,0.0,4.95,0.0,0.1,1.94,0.0,0.01,0.14,0.0,0.92,3.72,3.83
FBgn0036144,3.84,5.44,12.77,16.12,31.45,0.91,0.59,20.06,12.87,9.86,44.58,0.58,38.91,35.95
FBgn0036145,0.14,1.49,0.0,0.0,91.75,11.65,0.15,0.0,0.06,0.0,0.06,0.05,51.09,58.83
FBgn0036146,0.95,0.0,0.0,0.84,7.41,0.1,0.0,0.0,0.19,4.67,0.0,0.0,8.2,11.08
FBgn0036147,2.7,0.28,0.0,1.31,0.58,0.27,3.53,0.25,0.84,0.26,2.61,0.0,2.76,3.43
FBgn0036150,0.0,0.44,1.02,0.0,0.02,0.29,2.32,0.0,1.27,6.81,0.31,0.22,1.47,1.13
FBgn0036152,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76,0.99
